KLN-Tsim Sha Tsui-001,KLN,"Chungking Mansion, 36-44 Nathan Road, Tsim Sha Tsui, Kowllon",22.2964194,114.1705199,4.8,19.2,180000,320000,sole,kln-tsimshatsui-001_1.png,kln-tsimshatsui-001_2.png
KLN-Tsim Sha Tsui-002,KLN,"Hilton Place, 96 Granville Road, Tsim Sha Tsui, Kowllon",22.299581,114.1749883,8.2,7,56000,150000,sole,kln-tsimshatsui-002_1.png,kln-tsimshatsui-002_2.png
